Temp,Occupants,Hours,Weekend,temp_squared,occupancy_hours,sin_day,cos_day,EnergyConsumption
11.66,206.0,9.67,0.0,135.92,1991.2,-0.09,1.0,2576.06
15.87,477.0,11.29,0.0,251.86,5384.72,-0.07,1.0,3652.47
19.08,409.0,11.4,0.0,364.12,4663.17,-0.05,1.0,3400.2
14.33,9.0,1.59,1.0,205.33,14.29,-0.03,1.0,1313.02
16.03,38.0,1.79,1.0,257.06,67.97,-0.02,1.0,960.63
17.07,429.0,9.89,0.0,291.4,4242.44,0.0,1.0,2897.09
13.97,360.0,11.52,0.0,195.12,4147.43,0.02,1.0,3496.88
16.02,200.0,8.86,0.0,256.53,1772.59,0.03,1.0,2259.51
15.55,435.0,10.71,0.0,241.93,4659.39,0.05,1.0,3512.38
15.98,387.0,10.43,0.0,255.39,4036.8,0.07,1.0,3338.27
13.54,35.0,3.41,1.0,183.35,119.2,0.09,1.0,1196.55
16.1,36.0,0.83,1.0,259.36,30.03,0.1,0.99,863.85
17.7,417.0,10.61,0.0,313.15,4422.94,0.12,0.99,3107.45
20.73,459.0,10.95,0.0,429.58,5028.06,0.14,0.99,3613.78
19.42,200.0,9.26,0.0,377.17,1852.5,0.15,0.99,2258.08
23.17,270.0,10.58,0.0,536.96,2856.42,0.17,0.99,2337.49
14.58,377.0,9.58,0.0,212.58,3611.86,0.19,0.98,2784.97
19.67,37.0,3.47,1.0,386.83,128.47,0.21,0.98,1167.73
17.77,23.0,3.22,1.0,315.75,74.15,0.22,0.98,887.62
23.96,207.0,11.56,0.0,573.9,2393.1,0.24,0.97,1799.88
15.13,452.0,9.15,0.0,228.88,4135.64,0.26,0.97,3055.68
15.2,491.0,9.47,0.0,231.05,4650.33,0.27,0.96,3445.24
16.09,443.0,8.23,0.0,258.78,3646.94,0.29,0.96,3324.85
11.68,322.0,8.45,0.0,136.36,2719.63,0.3,0.95,2743.91
16.64,27.0,2.78,1.0,276.74,75.05,0.32,0.95,1417.13
16.1,45.0,1.38,1.0,259.14,62.3,0.34,0.94,1121.15
18.99,231.0,11.34,0.0,360.54,2619.98,0.35,0.94,2034.25
19.72,345.0,8.06,0.0,388.98,2780.28,0.37,0.93,2198.09
24.49,355.0,9.52,0.0,599.52,3378.31,0.39,0.92,2400.15
21.87,215.0,9.35,0.0,478.13,2010.12,0.4,0.92,1867.05
17.44,246.0,8.08,0.0,304.2,1987.02,0.42,0.91,1798.68
16.63,45.0,3.69,1.0,276.64,166.1,0.43,0.9,1306.07
20.96,23.0,1.95,1.0,439.24,44.81,0.45,0.89,807.18
15.67,230.0,9.97,0.0,245.7,2293.44,0.46,0.89,2009.49
25.28,459.0,9.62,0.0,639.17,4414.28,0.48,0.88,2839.08
23.48,216.0,10.12,0.0,551.13,2186.73,0.49,0.87,2102.92
18.68,238.0,10.38,0.0,348.91,2470.57,0.51,0.86,2403.31
15.09,238.0,8.04,0.0,227.85,1913.45,0.52,0.85,2125.34
24.44,0.0,0.59,1.0,597.4,0.0,0.54,0.84,963.09
20.18,30.0,1.47,1.0,407.26,44.1,0.55,0.83,867.33
24.38,357.0,10.08,0.0,594.41,3597.18,0.57,0.82,2771.32
16.02,477.0,10.71,0.0,256.79,5108.75,0.58,0.81,3673.75
19.15,402.0,9.25,0.0,366.69,3717.48,0.59,0.8,3190.32
21.1,265.0,11.1,0.0,445.23,2940.43,0.61,0.79,2697.96
21.36,307.0,11.09,0.0,456.31,3405.15,0.62,0.78,3158.43
20.0,21.0,3.86,1.0,400.17,81.13,0.64,0.77,859.09
23.35,12.0,1.73,1.0,545.45,20.76,0.65,0.76,917.11
18.41,491.0,8.5,0.0,339.06,4174.58,0.66,0.75,2831.32
21.32,217.0,8.07,0.0,454.43,1750.71,0.67,0.74,2098.69
22.23,289.0,11.08,0.0,494.24,3202.3,0.69,0.73,2474.12
23.54,380.0,11.23,0.0,554.03,4266.88,0.7,0.71,3216.5
24.25,454.0,8.48,0.0,588.13,3850.3,0.71,0.7,3260.47
18.86,16.0,0.86,1.0,355.79,13.83,0.72,0.69,1701.57
17.75,14.0,2.48,1.0,315.13,34.7,0.74,0.68,1004.14
26.3,286.0,9.17,0.0,691.83,2623.55,0.75,0.66,1982.13
23.58,289.0,11.09,0.0,556.02,3205.75,0.76,0.65,2543.25
20.45,436.0,10.07,0.0,418.15,4391.32,0.77,0.64,3231.97
27.46,269.0,9.39,0.0,753.85,2526.55,0.78,0.63,2306.39
23.26,243.0,9.49,0.0,540.86,2305.33,0.79,0.61,2201.34
26.55,16.0,0.23,1.0,704.98,3.72,0.8,0.6,1193.88
23.32,31.0,3.98,1.0,543.73,123.36,0.81,0.58,672.83
29.4,285.0,10.59,0.0,864.18,3016.96,0.82,0.57,2557.48
28.58,218.0,11.9,0.0,816.69,2593.5,0.83,0.56,2541.24
22.66,300.0,11.39,0.0,513.44,3416.47,0.84,0.54,2676.86
26.41,294.0,8.09,0.0,697.64,2379.75,0.85,0.53,2359.71
25.52,453.0,11.59,0.0,651.46,5252.19,0.86,0.51,3958.95
27.78,20.0,0.49,1.0,771.75,9.71,0.87,0.5,1529.01
20.86,17.0,1.21,1.0,435.31,20.62,0.88,0.48,886.24
25.9,232.0,9.83,0.0,670.75,2281.02,0.88,0.47,1908.25
27.1,428.0,9.59,0.0,734.14,4105.39,0.89,0.45,3107.06
18.72,211.0,9.21,0.0,350.44,1943.66,0.9,0.44,2131.04
20.52,317.0,8.26,0.0,421.09,2619.3,0.91,0.42,2031.67
18.02,354.0,8.91,0.0,324.85,3155.18,0.91,0.41,2984.34
23.4,37.0,3.26,1.0,547.63,120.47,0.92,0.39,1216.14
26.43,18.0,2.46,1.0,698.44,44.3,0.93,0.37,962.21
28.85,228.0,10.99,0.0,832.06,2505.67,0.93,0.36,2135.18
24.62,360.0,9.9,0.0,606.19,3562.29,0.94,0.34,2710.81
29.34,434.0,8.23,0.0,860.94,3572.42,0.95,0.33,3051.85
20.37,389.0,11.83,0.0,414.95,4602.32,0.95,0.31,3278.94
19.45,316.0,11.77,0.0,378.39,3719.6,0.96,0.29,3516.99
24.44,38.0,3.55,1.0,597.54,134.76,0.96,0.28,1128.34
25.81,3.0,1.8,1.0,666.14,5.4,0.97,0.26,743.46
24.6,379.0,10.18,0.0,605.29,3857.44,0.97,0.24,2656.27
18.54,371.0,11.85,0.0,343.68,4396.75,0.97,0.23,3563.41
24.51,473.0,8.3,0.0,600.8,3927.04,0.98,0.21,3253.29
20.9,458.0,9.46,0.0,436.8,4333.93,0.98,0.19,3232.92
26.85,334.0,8.9,0.0,721.12,2973.11,0.98,0.18,3015.72
25.97,16.0,3.08,1.0,674.61,49.24,0.99,0.16,1337.98
22.08,48.0,0.04,1.0,487.51,2.12,0.99,0.14,926.5
23.38,435.0,10.49,0.0,546.65,4563.0,0.99,0.12,3161.99
21.76,385.0,11.13,0.0,473.7,4283.24,0.99,0.11,3711.26
24.77,294.0,10.31,0.0,613.61,3032.08,1.0,0.09,3133.01
27.84,210.0,8.59,0.0,774.99,1803.45,1.0,0.07,2044.73
22.03,267.0,11.24,0.0,485.2,3002.28,1.0,0.06,2774.11
26.5,13.0,0.55,1.0,702.5,7.13,1.0,0.04,1217.8
23.41,30.0,2.14,1.0,547.88,64.24,1.0,0.02,943.97
22.62,297.0,10.7,0.0,511.72,3176.87,1.0,0.0,2109.38
24.68,292.0,9.04,0.0,609.01,2639.57,1.0,-0.01,2384.79
21.89,221.0,9.38,0.0,479.16,2073.15,1.0,-0.03,1996.71
23.33,371.0,11.67,0.0,544.19,4329.55,1.0,-0.05,3317.01
21.39,333.0,9.16,0.0,457.34,3050.95,1.0,-0.06,2925.43
30.86,31.0,3.84,1.0,952.39,118.99,1.0,-0.08,1097.22
25.06,37.0,1.95,1.0,627.85,72.2,1.0,-0.1,937.35
22.83,284.0,10.83,0.0,521.36,3075.97,0.99,-0.12,2495.46
25.55,254.0,8.25,0.0,652.96,2095.2,0.99,-0.13,2115.71
24.55,450.0,8.59,0.0,602.69,3865.15,0.99,-0.15,3085.8
24.2,343.0,8.03,0.0,585.47,2754.76,0.99,-0.17,2636.0
26.67,366.0,10.52,0.0,711.38,3851.67,0.98,-0.18,3146.6
27.07,2.0,1.95,1.0,732.71,3.91,0.98,-0.2,1242.52
23.17,44.0,0.6,1.0,536.78,26.41,0.98,-0.22,688.38
22.99,378.0,11.83,0.0,528.71,4472.4,0.97,-0.23,2841.82
23.85,318.0,10.12,0.0,569.02,3217.73,0.97,-0.25,2922.67
17.73,464.0,8.97,0.0,314.32,4160.95,0.96,-0.27,3288.6
20.04,349.0,10.0,0.0,401.67,3490.84,0.96,-0.28,2987.24
28.64,414.0,10.72,0.0,820.1,4437.45,0.95,-0.3,3462.25
29.42,7.0,1.84,1.0,865.45,12.86,0.95,-0.32,1398.24
23.68,7.0,3.14,1.0,560.77,21.98,0.94,-0.33,1058.17
26.1,252.0,11.23,0.0,681.13,2829.42,0.94,-0.35,2180.33
25.24,450.0,9.84,0.0,637.11,4427.4,0.93,-0.37,3077.99
33.48,494.0,10.19,0.0,1120.88,5032.04,0.92,-0.38,4205.28
27.53,470.0,9.73,0.0,758.15,4573.69,0.92,-0.4,3743.2
23.72,322.0,8.18,0.0,562.75,2632.54,0.91,-0.41,2674.24
21.17,2.0,1.75,1.0,448.04,3.5,0.9,-0.43,1368.86
19.14,11.0,1.02,1.0,366.3,11.21,0.9,-0.44,838.11
24.49,234.0,8.84,0.0,599.81,2067.8,0.89,-0.46,1849.83
21.53,205.0,8.2,0.0,463.59,1680.98,0.88,-0.47,1613.49
19.45,310.0,11.37,0.0,378.31,3526.13,0.87,-0.49,2691.6
21.69,493.0,11.92,0.0,470.53,5878.91,0.86,-0.5,4162.35
20.3,276.0,11.17,0.0,412.03,3083.63,0.85,-0.52,2715.36
28.51,40.0,2.64,1.0,813.04,105.5,0.85,-0.53,1363.21
26.0,30.0,3.58,1.0,676.22,107.41,0.84,-0.55,959.12
23.24,207.0,11.84,0.0,540.08,2451.4,0.83,-0.56,2007.17
27.61,321.0,8.79,0.0,762.05,2820.85,0.82,-0.58,2626.4
23.3,374.0,11.81,0.0,542.75,4415.34,0.81,-0.59,3336.85
20.38,378.0,11.98,0.0,415.26,4528.17,0.8,-0.61,3729.33
27.43,284.0,10.85,0.0,752.18,3080.52,0.79,-0.62,2744.91
24.37,12.0,2.95,1.0,593.68,35.4,0.77,-0.63,1208.35
19.53,44.0,2.05,1.0,381.31,90.15,0.76,-0.65,887.02
21.96,215.0,9.04,0.0,482.05,1943.21,0.75,-0.66,1561.36
19.79,394.0,9.75,0.0,391.46,3840.71,0.74,-0.67,2994.53
18.15,208.0,10.37,0.0,329.32,2157.84,0.73,-0.68,2607.91
24.96,214.0,8.29,0.0,622.77,1774.56,0.72,-0.7,1930.17
27.78,301.0,10.49,0.0,771.96,3157.3,0.71,-0.71,2695.15
17.74,16.0,0.29,1.0,314.61,4.56,0.69,-0.72,1153.6
23.5,35.0,0.05,1.0,552.09,1.7,0.68,-0.73,695.67
19.73,312.0,11.17,0.0,389.22,3485.16,0.67,-0.74,2209.71
20.09,200.0,11.63,0.0,403.62,2326.32,0.66,-0.76,2128.49
19.64,465.0,11.77,0.0,385.86,5475.28,0.64,-0.77,3553.81
18.7,407.0,11.84,0.0,349.53,4819.1,0.63,-0.78,4007.86
21.3,309.0,10.09,0.0,453.62,3116.52,0.62,-0.79,2854.2
18.52,23.0,3.1,1.0,343.12,71.27,0.6,-0.8,1148.42
21.69,7.0,2.65,1.0,470.42,18.52,0.59,-0.81,941.71
20.59,387.0,8.65,0.0,423.82,3346.27,0.57,-0.82,2228.91
19.88,353.0,9.91,0.0,395.18,3497.38,0.56,-0.83,2680.3
17.73,478.0,10.87,0.0,314.34,5197.45,0.55,-0.84,3768.11
18.58,370.0,8.99,0.0,345.1,3326.06,0.53,-0.85,3151.29
22.43,333.0,10.56,0.0,502.96,3517.3,0.52,-0.86,2985.36
21.52,7.0,1.06,1.0,462.9,7.42,0.5,-0.87,1173.69
16.93,7.0,0.08,1.0,286.63,0.59,0.49,-0.87,852.19
20.01,389.0,10.26,0.0,400.38,3991.27,0.47,-0.88,2780.79
21.81,340.0,11.09,0.0,475.82,3769.41,0.46,-0.89,3004.78
14.4,242.0,10.0,0.0,207.27,2418.93,0.44,-0.9,2338.44
20.88,483.0,8.05,0.0,435.98,3887.38,0.43,-0.91,2994.83
17.11,345.0,8.04,0.0,292.6,2772.47,0.41,-0.91,2423.59
20.65,48.0,1.53,1.0,426.33,73.33,0.39,-0.92,1109.69
16.49,27.0,0.82,1.0,271.83,22.21,0.38,-0.93,772.26
13.2,255.0,8.91,0.0,174.31,2273.25,0.36,-0.93,2416.07
13.57,354.0,10.54,0.0,184.24,3730.26,0.35,-0.94,2978.25
18.44,359.0,8.89,0.0,339.97,3190.9,0.33,-0.94,2546.32
18.91,310.0,9.29,0.0,357.6,2878.87,0.31,-0.95,2525.88
15.25,336.0,11.39,0.0,232.69,3827.77,0.3,-0.95,3144.43
19.72,29.0,0.17,1.0,388.8,4.87,0.28,-0.96,1407.78
12.65,38.0,3.87,1.0,160.08,147.21,0.26,-0.96,961.37
17.27,267.0,9.71,0.0,298.32,2593.85,0.25,-0.97,1850.11
13.67,448.0,8.12,0.0,186.87,3636.27,0.23,-0.97,3054.66
15.18,205.0,9.92,0.0,230.42,2034.33,0.21,-0.98,2034.15
17.11,479.0,10.65,0.0,292.72,5101.22,0.2,-0.98,3512.91
14.22,293.0,8.47,0.0,202.11,2482.89,0.18,-0.98,2587.9
15.47,29.0,2.99,1.0,239.46,86.78,0.16,-0.99,1180.99
19.48,17.0,3.25,1.0,379.35,55.2,0.15,-0.99,899.76
14.56,224.0,11.68,0.0,211.9,2615.9,0.13,-0.99,2016.06
18.62,347.0,11.97,0.0,346.84,4154.64,0.11,-0.99,2999.65
12.56,317.0,8.18,0.0,157.66,2592.95,0.09,-1.0,2634.89
17.36,265.0,11.04,0.0,301.48,2926.67,0.08,-1.0,2574.67
19.93,374.0,9.49,0.0,397.08,3548.1,0.06,-1.0,2815.94
8.02,47.0,1.49,1.0,64.24,69.97,0.04,-1.0,1653.87
12.87,16.0,1.73,1.0,165.57,27.65,0.03,-1.0,1169.18
16.82,310.0,11.67,0.0,282.82,3618.85,0.01,-1.0,2644.85
14.3,448.0,11.8,0.0,204.63,5288.06,-0.01,-1.0,3876.44
15.86,402.0,10.31,0.0,251.39,4144.01,-0.03,-1.0,3188.17
12.76,346.0,9.43,0.0,162.76,3262.26,-0.04,-1.0,3033.0
14.66,234.0,11.15,0.0,214.85,2609.15,-0.06,-1.0,2610.35
13.76,43.0,0.79,1.0,189.31,33.96,-0.08,-1.0,1296.05
17.56,30.0,3.55,1.0,308.28,106.43,-0.09,-1.0,726.58
14.65,213.0,9.43,0.0,214.53,2009.51,-0.11,-0.99,1696.0
14.73,244.0,10.63,0.0,216.84,2592.87,-0.13,-0.99,2188.72
12.31,415.0,8.96,0.0,151.45,3719.06,-0.15,-0.99,3115.3
11.91,432.0,8.77,0.0,141.83,3787.07,-0.16,-0.99,3393.87
11.9,392.0,11.67,0.0,141.72,4575.8,-0.18,-0.98,3611.35
14.22,0.0,3.68,1.0,202.11,0.0,-0.2,-0.98,1502.47
11.6,43.0,1.01,1.0,134.6,43.39,-0.21,-0.98,1062.42
13.57,350.0,8.88,0.0,184.04,3109.19,-0.23,-0.97,2399.52
18.76,474.0,8.16,0.0,351.79,3865.81,-0.25,-0.97,2886.44
14.98,275.0,8.14,0.0,224.3,2239.62,-0.26,-0.96,2412.38
11.22,419.0,8.7,0.0,125.88,3645.67,-0.28,-0.96,3094.27
15.64,386.0,11.47,0.0,244.5,4426.29,-0.3,-0.95,3735.17
10.64,31.0,2.62,1.0,113.31,81.36,-0.31,-0.95,1382.65
5.59,14.0,0.71,1.0,31.27,9.94,-0.33,-0.94,1524.93
8.52,379.0,10.33,0.0,72.58,3913.74,-0.35,-0.94,3086.67
5.77,452.0,9.75,0.0,33.3,4405.4,-0.36,-0.93,3827.84
10.17,325.0,10.32,0.0,103.4,3354.12,-0.38,-0.93,3279.27
11.12,376.0,10.07,0.0,123.64,3785.11,-0.39,-0.92,3325.95
15.94,236.0,11.04,0.0,253.95,2604.28,-0.41,-0.91,2951.94
11.73,7.0,0.53,1.0,137.61,3.69,-0.43,-0.91,1198.21
9.94,26.0,2.9,1.0,98.75,75.5,-0.44,-0.9,933.1
12.93,326.0,11.58,0.0,167.16,3773.9,-0.46,-0.89,2808.54
3.65,367.0,11.79,0.0,13.36,4325.4,-0.47,-0.88,3699.25
10.84,279.0,11.57,0.0,117.59,3228.09,-0.49,-0.87,3164.85
12.3,493.0,9.68,0.0,151.29,4771.15,-0.5,-0.87,3708.8
5.4,325.0,11.12,0.0,29.2,3614.48,-0.52,-0.86,3804.7
13.12,10.0,2.17,1.0,172.24,21.69,-0.53,-0.85,1537.88
10.56,38.0,2.36,1.0,111.58,89.73,-0.55,-0.84,1020.18
8.16,227.0,8.82,0.0,66.56,2001.85,-0.56,-0.83,2120.5
11.16,372.0,10.36,0.0,124.56,3855.6,-0.57,-0.82,2977.85
15.93,245.0,8.74,0.0,253.9,2142.41,-0.59,-0.81,2053.76
9.53,435.0,9.33,0.0,90.81,4056.92,-0.6,-0.8,3348.17
9.59,413.0,11.42,0.0,92.0,4716.51,-0.62,-0.79,3650.93
7.33,28.0,2.55,1.0,53.79,71.26,-0.63,-0.78,1716.66
6.03,20.0,3.04,1.0,36.36,60.89,-0.64,-0.77,1310.34
10.94,431.0,8.28,0.0,119.67,3566.97,-0.66,-0.76,2898.19
5.75,284.0,11.76,0.0,33.08,3340.73,-0.67,-0.74,3596.99
8.41,264.0,10.03,0.0,70.68,2647.31,-0.68,-0.73,2687.62
6.63,333.0,9.64,0.0,44.01,3209.34,-0.69,-0.72,2924.23
9.38,350.0,11.24,0.0,88.01,3935.23,-0.71,-0.71,3416.85
8.82,49.0,3.97,1.0,77.87,194.39,-0.72,-0.7,1648.9
10.82,37.0,0.4,1.0,117.01,14.68,-0.73,-0.68,1109.14
6.06,357.0,10.77,0.0,36.7,3846.49,-0.74,-0.67,3132.83
6.66,276.0,11.08,0.0,44.4,3059.32,-0.75,-0.66,3152.26
4.42,345.0,10.62,0.0,19.58,3663.42,-0.76,-0.65,3719.13
5.92,424.0,8.61,0.0,35.03,3649.11,-0.77,-0.63,3782.48
8.28,302.0,11.5,0.0,68.48,3474.07,-0.79,-0.62,3061.41
9.31,34.0,2.46,1.0,86.66,83.77,-0.8,-0.61,1480.51
4.17,10.0,0.75,1.0,17.38,7.52,-0.81,-0.59,1557.24
9.44,369.0,9.7,0.0,89.18,3579.64,-0.82,-0.58,2769.67
10.8,334.0,8.15,0.0,116.71,2722.19,-0.83,-0.56,2933.02
7.88,249.0,8.51,0.0,62.11,2119.36,-0.84,-0.55,2413.8
12.18,333.0,11.06,0.0,148.3,3683.71,-0.85,-0.53,2994.14
4.14,336.0,8.0,0.0,17.1,2688.02,-0.85,-0.52,3239.91
2.63,18.0,0.14,1.0,6.94,2.54,-0.86,-0.5,1895.11
0.95,38.0,2.98,1.0,0.9,113.35,-0.87,-0.49,1697.38
10.69,486.0,8.22,0.0,114.23,3994.21,-0.88,-0.47,3059.58
8.08,220.0,11.89,0.0,65.33,2616.31,-0.89,-0.46,2982.78
5.87,289.0,8.9,0.0,34.51,2573.4,-0.9,-0.44,2862.31
6.81,495.0,9.22,0.0,46.33,4562.31,-0.9,-0.43,3723.54
2.52,311.0,9.22,0.0,6.34,2866.1,-0.91,-0.41,3699.86
13.16,27.0,1.22,1.0,173.22,33.01,-0.92,-0.4,1282.63
6.14,1.0,3.51,1.0,37.76,3.51,-0.92,-0.38,1227.72
6.02,347.0,10.92,0.0,36.25,3788.33,-0.93,-0.37,3222.69
7.81,300.0,11.87,0.0,60.97,3560.21,-0.94,-0.35,3445.58
7.02,445.0,8.9,0.0,49.22,3959.24,-0.94,-0.33,3969.94
6.19,316.0,10.65,0.0,38.29,3366.09,-0.95,-0.32,3559.88
3.09,291.0,10.97,0.0,9.56,3191.57,-0.95,-0.3,3755.35
6.83,48.0,2.37,1.0,46.61,113.86,-0.96,-0.28,1676.97
11.01,42.0,1.57,1.0,121.25,65.78,-0.96,-0.27,935.11
9.36,257.0,9.21,0.0,87.55,2367.41,-0.97,-0.25,2213.68
10.06,496.0,9.3,0.0,101.17,4613.39,-0.97,-0.23,3522.93
3.71,333.0,10.85,0.0,13.74,3613.21,-0.98,-0.22,3585.25
2.24,448.0,11.27,0.0,5.0,5047.67,-0.98,-0.2,4625.62
4.79,237.0,8.73,0.0,22.98,2068.17,-0.98,-0.18,3166.24
5.31,35.0,3.18,1.0,28.17,111.19,-0.99,-0.17,1828.91
8.4,45.0,0.37,1.0,70.49,16.74,-0.99,-0.15,1302.8
0.01,367.0,11.23,0.0,0.0,4120.23,-0.99,-0.13,3958.82
9.66,458.0,11.94,0.0,93.24,5468.26,-0.99,-0.12,4222.72
4.57,424.0,11.02,0.0,20.93,4671.21,-1.0,-0.1,4277.84
3.75,351.0,9.57,0.0,14.08,3360.05,-1.0,-0.08,3603.9
1.98,218.0,10.36,0.0,3.94,2259.04,-1.0,-0.06,3555.74
0.05,0.0,2.25,1.0,0.0,0.0,-1.0,-0.05,2264.61
7.47,41.0,2.24,1.0,55.86,91.95,-1.0,-0.03,1392.32
5.22,436.0,10.18,0.0,27.26,4437.6,-1.0,-0.01,3468.56
1.13,234.0,10.84,0.0,1.28,2535.92,-1.0,0.0,3918.76
1.12,389.0,8.67,0.0,1.25,3372.35,-1.0,0.02,3711.12
4.0,200.0,11.12,0.0,16.0,2224.51,-1.0,0.04,3032.41
10.02,352.0,10.34,0.0,100.45,3637.95,-1.0,0.06,3259.49
4.25,7.0,1.99,1.0,18.05,13.95,-1.0,0.07,1924.53
0.53,23.0,0.31,1.0,0.28,7.09,-1.0,0.09,2066.8
4.32,420.0,9.06,0.0,18.67,3805.75,-0.99,0.11,3740.62
4.26,410.0,10.41,0.0,18.14,4266.55,-0.99,0.12,4090.67
-2.99,224.0,9.19,0.0,8.94,2057.72,-0.99,0.14,3635.66
4.96,215.0,10.86,0.0,24.64,2334.4,-0.99,0.16,3014.33
4.46,381.0,11.04,0.0,19.91,4204.72,-0.98,0.18,3929.58
7.28,26.0,2.07,1.0,52.93,53.8,-0.98,0.19,2057.71
10.77,8.0,1.76,1.0,115.96,14.09,-0.98,0.21,864.45
8.64,435.0,10.04,0.0,74.63,4365.47,-0.97,0.23,3426.85
4.49,233.0,9.48,0.0,20.18,2208.17,-0.97,0.24,2949.62
2.02,244.0,11.73,0.0,4.09,2862.53,-0.97,0.26,3542.59
13.11,333.0,11.31,0.0,171.84,3766.24,-0.96,0.28,3152.73
5.62,220.0,10.79,0.0,31.53,2373.54,-0.96,0.29,2769.53
5.53,13.0,2.39,1.0,30.59,31.11,-0.95,0.31,1790.31
5.47,44.0,2.94,1.0,29.94,129.48,-0.95,0.33,1586.84
6.2,247.0,11.68,0.0,38.39,2885.94,-0.94,0.34,2916.97
5.23,238.0,10.78,0.0,27.34,2565.25,-0.93,0.36,2944.68
4.0,486.0,10.92,0.0,16.03,5305.14,-0.93,0.37,4368.85
4.15,209.0,11.45,0.0,17.22,2392.37,-0.92,0.39,3058.62
5.76,229.0,9.1,0.0,33.18,2083.05,-0.91,0.41,2890.81
4.3,8.0,3.14,1.0,18.49,25.14,-0.91,0.42,1822.3
3.87,25.0,0.47,1.0,14.94,11.83,-0.9,0.44,1445.01
6.4,287.0,9.38,0.0,40.95,2692.45,-0.89,0.45,2602.66
5.39,443.0,9.34,0.0,29.1,4138.7,-0.88,0.47,3636.98
10.75,214.0,11.91,0.0,115.63,2549.62,-0.88,0.48,2522.41
-1.63,203.0,11.43,0.0,2.65,2319.51,-0.87,0.5,3394.97
9.69,390.0,10.8,0.0,93.84,4213.82,-0.86,0.51,3433.52
10.24,23.0,0.74,1.0,104.86,16.97,-0.85,0.53,1428.09
0.37,4.0,1.45,1.0,0.14,5.8,-0.84,0.54,1775.27
5.66,308.0,11.79,0.0,32.04,3630.82,-0.83,0.56,3032.93
5.67,336.0,9.99,0.0,32.16,3354.97,-0.82,0.57,3720.72
2.66,353.0,9.52,0.0,7.09,3361.29,-0.81,0.58,3905.73
4.65,408.0,8.65,0.0,21.65,3530.07,-0.8,0.6,3563.92
3.76,471.0,11.14,0.0,14.13,5249.21,-0.79,0.61,4654.38
12.45,34.0,2.07,1.0,155.1,70.46,-0.78,0.63,1670.35
10.11,11.0,1.19,1.0,102.27,13.14,-0.77,0.64,1283.1
11.23,268.0,8.1,0.0,126.15,2171.01,-0.76,0.65,1897.66
9.7,446.0,11.36,0.0,94.0,5064.77,-0.75,0.66,3904.11
4.26,460.0,8.05,0.0,18.14,3701.01,-0.74,0.68,3729.72
6.19,475.0,10.81,0.0,38.32,5137.03,-0.72,0.69,4183.04
9.35,278.0,11.88,0.0,87.45,3302.93,-0.71,0.7,3465.56
4.34,22.0,0.74,1.0,18.83,16.38,-0.7,0.71,2083.02
10.27,30.0,3.21,1.0,105.44,96.32,-0.69,0.73,1589.59
7.53,457.0,10.82,0.0,56.77,4944.5,-0.67,0.74,3488.25
7.26,292.0,11.27,0.0,52.7,3290.41,-0.66,0.75,3460.75
10.65,212.0,10.19,0.0,113.35,2159.37,-0.65,0.76,2446.79
9.98,459.0,11.87,0.0,99.57,5447.48,-0.64,0.77,4140.64
7.7,308.0,8.21,0.0,59.24,2527.66,-0.62,0.78,2797.14
12.39,22.0,1.99,1.0,153.59,43.69,-0.61,0.79,1105.85
5.81,47.0,1.75,1.0,33.75,82.13,-0.59,0.8,1279.59
11.04,304.0,11.45,0.0,121.88,3480.97,-0.58,0.81,2773.76
11.11,207.0,8.72,0.0,123.48,1804.42,-0.57,0.82,2098.12
8.55,266.0,11.2,0.0,73.05,2979.2,-0.55,0.83,2924.53
10.6,390.0,10.21,0.0,112.32,3982.22,-0.54,0.84,3481.47
6.01,455.0,9.59,0.0,36.15,4361.73,-0.52,0.85,4022.95
12.69,2.0,3.01,1.0,160.92,6.01,-0.51,0.86,1698.46
9.51,20.0,2.63,1.0,90.39,52.56,-0.49,0.87,1220.56
8.64,466.0,8.63,0.0,74.73,4021.16,-0.48,0.88,2957.73
13.51,298.0,9.24,0.0,182.56,2753.27,-0.46,0.89,2842.97
8.4,497.0,9.16,0.0,70.64,4552.61,-0.45,0.89,3630.48
6.45,363.0,11.49,0.0,41.56,4169.29,-0.43,0.9,4026.93
6.16,340.0,10.69,0.0,37.92,3634.88,-0.42,0.91,3917.26
12.8,32.0,0.99,1.0,163.92,31.61,-0.4,0.92,1491.86
7.3,37.0,3.63,1.0,53.32,134.13,-0.39,0.92,1128.82
16.57,273.0,10.5,0.0,274.47,2866.36,-0.37,0.93,2102.91
5.22,272.0,10.29,0.0,27.22,2798.06,-0.35,0.94,3214.34
16.71,398.0,11.33,0.0,279.36,4509.87,-0.34,0.94,3368.85
12.42,329.0,11.62,0.0,154.27,3824.41,-0.32,0.95,3300.28
11.66,445.0,8.05,0.0,135.97,3581.64,-0.3,0.95,3299.08
10.48,20.0,0.26,1.0,109.84,5.23,-0.29,0.96,1547.02
13.48,23.0,1.95,1.0,181.65,44.86,-0.27,0.96,1007.13
12.33,302.0,10.2,0.0,152.12,3079.02,-0.26,0.97,2409.34
15.92,495.0,9.15,0.0,253.55,4529.51,-0.24,0.97,3274.44
13.12,350.0,9.23,0.0,172.23,3229.49,-0.22,0.98,3082.49
13.4,356.0,9.41,0.0,179.56,3350.61,-0.21,0.98,3013.5
12.03,405.0,10.49,0.0,144.65,4246.49,-0.19,0.98,3400.58
13.12,43.0,1.64,1.0,172.04,70.71,-0.17,0.99,1565.68
