Temp,Occupants,Hours,Weekend,Devices,DayOfYear,EnergyConsumption
23.72,322.0,8.18,0.0,728.0,116.0,2674.24
21.17,2.0,1.75,1.0,4.0,117.0,1368.86
19.14,11.0,1.02,1.0,21.0,118.0,838.11
24.49,234.0,8.84,0.0,476.0,119.0,1849.83
21.53,205.0,8.2,0.0,405.0,120.0,1613.49
19.45,310.0,11.37,0.0,585.0,121.0,2691.6
21.69,493.0,11.92,0.0,1177.0,122.0,4162.35
20.3,276.0,11.17,0.0,660.0,123.0,2715.36
28.51,40.0,2.64,1.0,73.0,124.0,1363.21
26.0,30.0,3.58,1.0,63.0,125.0,959.12
23.24,207.0,11.84,0.0,502.0,126.0,2007.17
27.61,321.0,8.79,0.0,790.0,127.0,2626.4
23.3,374.0,11.81,0.0,751.0,128.0,3336.85
20.38,378.0,11.98,0.0,738.0,129.0,3729.33
27.43,284.0,10.85,0.0,505.0,130.0,2744.91
24.37,12.0,2.95,1.0,29.0,131.0,1208.35
19.53,44.0,2.05,1.0,72.0,132.0,887.02
21.96,215.0,9.04,0.0,447.0,133.0,1561.36
19.79,394.0,9.75,0.0,702.0,134.0,2994.53
18.15,208.0,10.37,0.0,370.0,135.0,2607.91
24.96,214.0,8.29,0.0,407.0,136.0,1930.17
27.78,301.0,10.49,0.0,752.0,137.0,2695.15
17.74,16.0,0.29,1.0,24.0,138.0,1153.6
23.5,35.0,0.05,1.0,72.0,139.0,695.67
19.73,312.0,11.17,0.0,493.0,140.0,2209.71
20.09,200.0,11.63,0.0,330.0,141.0,2128.49
19.64,465.0,11.77,0.0,901.0,142.0,3553.81
18.7,407.0,11.84,0.0,818.0,143.0,4007.86
21.3,309.0,10.09,0.0,543.0,144.0,2854.2
18.52,23.0,3.1,1.0,41.0,145.0,1148.42
21.69,7.0,2.65,1.0,11.0,146.0,941.71
20.59,387.0,8.65,0.0,697.0,147.0,2228.91
19.88,353.0,9.91,0.0,870.0,148.0,2680.3
17.73,478.0,10.87,0.0,1168.0,149.0,3768.11
18.58,370.0,8.99,0.0,678.0,150.0,3151.29
22.43,333.0,10.56,0.0,689.0,151.0,2985.36
21.52,7.0,1.06,1.0,16.0,152.0,1173.69
16.93,7.0,0.08,1.0,10.0,153.0,852.19
20.01,389.0,10.26,0.0,898.0,154.0,2780.79
21.81,340.0,11.09,0.0,832.0,155.0,3004.78
14.4,242.0,10.0,0.0,385.0,156.0,2338.44
20.88,483.0,8.05,0.0,802.0,157.0,2994.83
17.11,345.0,8.04,0.0,848.0,158.0,2423.59
20.65,48.0,1.53,1.0,97.0,159.0,1109.69
16.49,27.0,0.82,1.0,40.0,160.0,772.26
13.2,255.0,8.91,0.0,448.0,161.0,2416.07
13.57,354.0,10.54,0.0,690.0,162.0,2978.25
18.44,359.0,8.89,0.0,787.0,163.0,2546.32
18.91,310.0,9.29,0.0,692.0,164.0,2525.88
15.25,336.0,11.39,0.0,838.0,165.0,3144.43
19.72,29.0,0.17,1.0,51.0,166.0,1407.78
12.65,38.0,3.87,1.0,77.0,167.0,961.37
17.27,267.0,9.71,0.0,542.0,168.0,1850.11
13.67,448.0,8.12,0.0,853.0,169.0,3054.66
15.18,205.0,9.92,0.0,342.0,170.0,2034.15
17.11,479.0,10.65,0.0,1186.0,171.0,3512.91
14.22,293.0,8.47,0.0,689.0,172.0,2587.9
15.47,29.0,2.99,1.0,57.0,173.0,1180.99
19.48,17.0,3.25,1.0,35.0,174.0,899.76
14.56,224.0,11.68,0.0,386.0,175.0,2016.06
18.62,347.0,11.97,0.0,709.0,176.0,2999.65
12.56,317.0,8.18,0.0,695.0,177.0,2634.89
17.36,265.0,11.04,0.0,534.0,178.0,2574.67
19.93,374.0,9.49,0.0,931.0,179.0,2815.94
8.02,47.0,1.49,1.0,99.0,180.0,1653.87
12.87,16.0,1.73,1.0,29.0,181.0,1169.18
16.82,310.0,11.67,0.0,704.0,182.0,2644.85
14.3,448.0,11.8,0.0,748.0,183.0,3876.44
15.86,402.0,10.31,0.0,757.0,184.0,3188.17
12.76,346.0,9.43,0.0,639.0,185.0,3033.0
14.66,234.0,11.15,0.0,452.0,186.0,2610.35
13.76,43.0,0.79,1.0,98.0,187.0,1296.05
17.56,30.0,3.55,1.0,59.0,188.0,726.58
14.65,213.0,9.43,0.0,488.0,189.0,1696.0
14.73,244.0,10.63,0.0,506.0,190.0,2188.72
12.31,415.0,8.96,0.0,764.0,191.0,3115.3
11.91,432.0,8.77,0.0,997.0,192.0,3393.87
11.9,392.0,11.67,0.0,681.0,193.0,3611.35
14.22,0.0,3.68,1.0,0.0,194.0,1502.47
11.6,43.0,1.01,1.0,86.0,195.0,1062.42
13.57,350.0,8.88,0.0,616.0,196.0,2399.52
18.76,474.0,8.16,0.0,715.0,197.0,2886.44
14.98,275.0,8.14,0.0,590.0,198.0,2412.38
11.22,419.0,8.7,0.0,842.0,199.0,3094.27
15.64,386.0,11.47,0.0,750.0,200.0,3735.17
10.64,31.0,2.62,1.0,76.0,201.0,1382.65
5.59,14.0,0.71,1.0,28.0,202.0,1524.93
8.52,379.0,10.33,0.0,895.0,203.0,3086.67
5.77,452.0,9.75,0.0,741.0,204.0,3827.84
10.17,325.0,10.32,0.0,672.0,205.0,3279.27
11.12,376.0,10.07,0.0,890.0,206.0,3325.95
15.94,236.0,11.04,0.0,491.0,207.0,2951.94
11.73,7.0,0.53,1.0,15.0,208.0,1198.21
9.94,26.0,2.9,1.0,48.0,209.0,933.1
12.93,326.0,11.58,0.0,519.0,210.0,2808.54
3.65,367.0,11.79,0.0,718.0,211.0,3699.25
10.84,279.0,11.57,0.0,528.0,212.0,3164.85
12.3,493.0,9.68,0.0,1166.0,213.0,3708.8
5.4,325.0,11.12,0.0,566.0,214.0,3804.7
13.12,10.0,2.17,1.0,24.0,215.0,1537.88
10.56,38.0,2.36,1.0,93.0,216.0,1020.18
8.16,227.0,8.82,0.0,396.0,217.0,2120.5
11.16,372.0,10.36,0.0,687.0,218.0,2977.85
15.93,245.0,8.74,0.0,586.0,219.0,2053.76
9.53,435.0,9.33,0.0,1072.0,220.0,3348.17
9.59,413.0,11.42,0.0,802.0,221.0,3650.93
7.33,28.0,2.55,1.0,50.0,222.0,1716.66
6.03,20.0,3.04,1.0,40.0,223.0,1310.34
10.94,431.0,8.28,0.0,942.0,224.0,2898.19
5.75,284.0,11.76,0.0,503.0,225.0,3596.99
8.41,264.0,10.03,0.0,590.0,226.0,2687.62
6.63,333.0,9.64,0.0,516.0,227.0,2924.23
9.38,350.0,11.24,0.0,542.0,228.0,3416.85
8.82,49.0,3.97,1.0,92.0,229.0,1648.9
10.82,37.0,0.4,1.0,68.0,230.0,1109.14
6.06,357.0,10.77,0.0,648.0,231.0,3132.83
6.66,276.0,11.08,0.0,549.0,232.0,3152.26
4.42,345.0,10.62,0.0,628.0,233.0,3719.13
5.92,424.0,8.61,0.0,717.0,234.0,3782.48
8.28,302.0,11.5,0.0,546.0,235.0,3061.41
9.31,34.0,2.46,1.0,84.0,236.0,1480.51
4.17,10.0,0.75,1.0,19.0,237.0,1557.24
9.44,369.0,9.7,0.0,717.0,238.0,2769.67
10.8,334.0,8.15,0.0,693.0,239.0,2933.02
7.88,249.0,8.51,0.0,618.0,240.0,2413.8
12.18,333.0,11.06,0.0,579.0,241.0,2994.14
4.14,336.0,8.0,0.0,732.0,242.0,3239.91
2.63,18.0,0.14,1.0,39.0,243.0,1895.11
0.95,38.0,2.98,1.0,80.0,244.0,1697.38
10.69,486.0,8.22,0.0,772.0,245.0,3059.58
8.08,220.0,11.89,0.0,478.0,246.0,2982.78
5.87,289.0,8.9,0.0,452.0,247.0,2862.31
6.81,495.0,9.22,0.0,1037.0,248.0,3723.54
2.52,311.0,9.22,0.0,696.0,249.0,3699.86
13.16,27.0,1.22,1.0,46.0,250.0,1282.63
6.14,1.0,3.51,1.0,2.0,251.0,1227.72
6.02,347.0,10.92,0.0,531.0,252.0,3222.69
7.81,300.0,11.87,0.0,703.0,253.0,3445.58
7.02,445.0,8.9,0.0,872.0,254.0,3969.94
6.19,316.0,10.65,0.0,542.0,255.0,3559.88
3.09,291.0,10.97,0.0,475.0,256.0,3755.35
6.83,48.0,2.37,1.0,117.0,257.0,1676.97
11.01,42.0,1.57,1.0,66.0,258.0,935.11
9.36,257.0,9.21,0.0,436.0,259.0,2213.68
10.06,496.0,9.3,0.0,916.0,260.0,3522.93
3.71,333.0,10.85,0.0,706.0,261.0,3585.25
2.24,448.0,11.27,0.0,916.0,262.0,4625.62
4.79,237.0,8.73,0.0,385.0,263.0,3166.24
5.31,35.0,3.18,1.0,62.0,264.0,1828.91
8.4,45.0,0.37,1.0,78.0,265.0,1302.8
0.01,367.0,11.23,0.0,628.0,266.0,3958.82
9.66,458.0,11.94,0.0,875.0,267.0,4222.72
4.57,424.0,11.02,0.0,934.0,268.0,4277.84
3.75,351.0,9.57,0.0,602.0,269.0,3603.9
1.98,218.0,10.36,0.0,406.0,270.0,3555.74
0.05,0.0,2.25,1.0,0.0,271.0,2264.61
7.47,41.0,2.24,1.0,101.0,272.0,1392.32
5.22,436.0,10.18,0.0,1070.0,273.0,3468.56
1.13,234.0,10.84,0.0,538.0,274.0,3918.76
1.12,389.0,8.67,0.0,677.0,275.0,3711.12
4.0,200.0,11.12,0.0,313.0,276.0,3032.41
10.02,352.0,10.34,0.0,639.0,277.0,3259.49
4.25,7.0,1.99,1.0,12.0,278.0,1924.53
0.53,23.0,0.31,1.0,46.0,279.0,2066.8
4.32,420.0,9.06,0.0,956.0,280.0,3740.62
4.26,410.0,10.41,0.0,966.0,281.0,4090.67
-2.99,224.0,9.19,0.0,525.0,282.0,3635.66
4.96,215.0,10.86,0.0,399.0,283.0,3014.33
4.46,381.0,11.04,0.0,833.0,284.0,3929.58
7.28,26.0,2.07,1.0,47.0,285.0,2057.71
10.77,8.0,1.76,1.0,12.0,286.0,864.45
8.64,435.0,10.04,0.0,957.0,287.0,3426.85
4.49,233.0,9.48,0.0,351.0,288.0,2949.62
2.02,244.0,11.73,0.0,465.0,289.0,3542.59
13.11,333.0,11.31,0.0,609.0,290.0,3152.73
5.62,220.0,10.79,0.0,482.0,291.0,2769.53
5.53,13.0,2.39,1.0,29.0,292.0,1790.31
5.47,44.0,2.94,1.0,79.0,293.0,1586.84
6.2,247.0,11.68,0.0,570.0,294.0,2916.97
5.23,238.0,10.78,0.0,426.0,295.0,2944.68
4.0,486.0,10.92,0.0,945.0,296.0,4368.85
4.15,209.0,11.45,0.0,465.0,297.0,3058.62
5.76,229.0,9.1,0.0,502.0,298.0,2890.81
4.3,8.0,3.14,1.0,19.0,299.0,1822.3
3.87,25.0,0.47,1.0,43.0,300.0,1445.01
6.4,287.0,9.38,0.0,620.0,301.0,2602.66
5.39,443.0,9.34,0.0,934.0,302.0,3636.98
10.75,214.0,11.91,0.0,516.0,303.0,2522.41
-1.63,203.0,11.43,0.0,336.0,304.0,3394.97
9.69,390.0,10.8,0.0,878.0,305.0,3433.52
10.24,23.0,0.74,1.0,47.0,306.0,1428.09
0.37,4.0,1.45,1.0,7.0,307.0,1775.27
5.66,308.0,11.79,0.0,608.0,308.0,3032.93
5.67,336.0,9.99,0.0,616.0,309.0,3720.72
2.66,353.0,9.52,0.0,733.0,310.0,3905.73
4.65,408.0,8.65,0.0,974.0,311.0,3563.92
3.76,471.0,11.14,0.0,974.0,312.0,4654.38
12.45,34.0,2.07,1.0,72.0,313.0,1670.35
10.11,11.0,1.19,1.0,22.0,314.0,1283.1
11.23,268.0,8.1,0.0,415.0,315.0,1897.66
9.7,446.0,11.36,0.0,772.0,316.0,3904.11
4.26,460.0,8.05,0.0,916.0,317.0,3729.72
6.19,475.0,10.81,0.0,859.0,318.0,4183.04
9.35,278.0,11.88,0.0,467.0,319.0,3465.56
4.34,22.0,0.74,1.0,44.0,320.0,2083.02
10.27,30.0,3.21,1.0,54.0,321.0,1589.59
7.53,457.0,10.82,0.0,803.0,322.0,3488.25
7.26,292.0,11.27,0.0,573.0,323.0,3460.75
10.65,212.0,10.19,0.0,346.0,324.0,2446.79
9.98,459.0,11.87,0.0,1114.0,325.0,4140.64
7.7,308.0,8.21,0.0,729.0,326.0,2797.14
12.39,22.0,1.99,1.0,48.0,327.0,1105.85
5.81,47.0,1.75,1.0,75.0,328.0,1279.59
11.04,304.0,11.45,0.0,691.0,329.0,2773.76
11.11,207.0,8.72,0.0,477.0,330.0,2098.12
8.55,266.0,11.2,0.0,603.0,331.0,2924.53
10.6,390.0,10.21,0.0,629.0,332.0,3481.47
6.01,455.0,9.59,0.0,975.0,333.0,4022.95
12.69,2.0,3.01,1.0,4.0,334.0,1698.46
9.51,20.0,2.63,1.0,41.0,335.0,1220.56
8.64,466.0,8.63,0.0,1000.0,336.0,2957.73
13.51,298.0,9.24,0.0,583.0,337.0,2842.97
8.4,497.0,9.16,0.0,1008.0,338.0,3630.48
6.45,363.0,11.49,0.0,556.0,339.0,4026.93
6.16,340.0,10.69,0.0,727.0,340.0,3917.26
12.8,32.0,0.99,1.0,50.0,341.0,1491.86
7.3,37.0,3.63,1.0,71.0,342.0,1128.82
16.57,273.0,10.5,0.0,489.0,343.0,2102.91
5.22,272.0,10.29,0.0,556.0,344.0,3214.34
16.71,398.0,11.33,0.0,650.0,345.0,3368.85
12.42,329.0,11.62,0.0,721.0,346.0,3300.28
11.66,445.0,8.05,0.0,1021.0,347.0,3299.08
10.48,20.0,0.26,1.0,33.0,348.0,1547.02
13.48,23.0,1.95,1.0,36.0,349.0,1007.13
12.33,302.0,10.2,0.0,496.0,350.0,2409.34
15.92,495.0,9.15,0.0,1176.0,351.0,3274.44
13.12,350.0,9.23,0.0,709.0,352.0,3082.49
13.4,356.0,9.41,0.0,700.0,353.0,3013.5
12.03,405.0,10.49,0.0,650.0,354.0,3400.58
13.12,43.0,1.64,1.0,92.0,355.0,1565.68
14.38,46.0,1.39,1.0,108.0,356.0,922.99
8.5,422.0,9.62,0.0,982.0,357.0,3032.26
9.75,288.0,8.27,0.0,612.0,358.0,2572.46
16.2,486.0,11.14,0.0,765.0,359.0,3670.09
14.65,475.0,9.14,0.0,765.0,360.0,3520.34
13.76,435.0,9.73,0.0,673.0,361.0,3676.67
14.54,27.0,3.75,1.0,47.0,362.0,1262.15
15.7,34.0,0.21,1.0,55.0,363.0,904.24
13.21,329.0,8.23,0.0,579.0,364.0,2121.42
12.67,352.0,9.5,0.0,663.0,365.0,2794.03
15.76,212.0,11.78,0.0,517.0,1.0,2187.63
12.41,321.0,10.57,0.0,677.0,2.0,2879.15
16.74,419.0,10.69,0.0,978.0,3.0,3366.39
10.58,49.0,2.62,1.0,108.0,4.0,1657.15
18.95,9.0,0.79,1.0,14.0,5.0,884.18
17.45,394.0,9.67,0.0,880.0,6.0,2458.12
16.97,385.0,11.0,0.0,683.0,7.0,3383.7
19.32,298.0,8.41,0.0,637.0,8.0,2459.85
21.54,281.0,9.11,0.0,517.0,9.0,2311.53
19.76,274.0,9.11,0.0,684.0,10.0,2232.12
11.36,44.0,0.46,1.0,77.0,11.0,1180.94
13.21,36.0,0.6,1.0,64.0,12.0,1008.85
15.34,343.0,8.27,0.0,833.0,13.0,2317.8
17.47,415.0,10.07,0.0,632.0,14.0,2853.06
19.11,214.0,8.72,0.0,470.0,15.0,2021.44
15.54,416.0,11.88,0.0,925.0,16.0,3485.26
18.45,234.0,8.45,0.0,546.0,17.0,2292.59
15.78,47.0,0.46,1.0,116.0,18.0,1267.74
16.38,1.0,3.44,1.0,2.0,19.0,714.85
14.16,299.0,10.82,0.0,468.0,20.0,2396.35
15.77,206.0,9.69,0.0,478.0,21.0,2047.99
14.64,229.0,9.39,0.0,491.0,22.0,2051.77
15.93,343.0,9.59,0.0,736.0,23.0,2657.79
22.18,310.0,9.06,0.0,504.0,24.0,2601.67
16.32,43.0,1.83,1.0,92.0,25.0,1000.82
27.22,11.0,1.94,1.0,27.0,26.0,918.14
20.96,271.0,9.07,0.0,653.0,27.0,1692.57
20.19,409.0,9.15,0.0,793.0,28.0,2731.06
17.21,419.0,10.63,0.0,645.0,29.0,3345.17
22.04,279.0,11.87,0.0,519.0,30.0,3135.97
18.36,282.0,10.41,0.0,656.0,31.0,2588.17
20.6,29.0,1.65,1.0,63.0,32.0,776.82
28.06,8.0,2.6,1.0,15.0,33.0,577.6
20.24,390.0,11.81,0.0,606.0,34.0,3045.72
24.11,372.0,9.19,0.0,716.0,35.0,2977.23
18.7,206.0,8.37,0.0,405.0,36.0,2080.61
20.84,354.0,10.4,0.0,859.0,37.0,2832.94
26.4,209.0,10.49,0.0,447.0,38.0,2441.77
19.34,30.0,0.21,1.0,54.0,39.0,955.56
26.79,24.0,3.15,1.0,48.0,40.0,1000.22
23.61,205.0,8.06,0.0,321.0,41.0,1325.93
19.93,414.0,11.86,0.0,1023.0,42.0,3210.32
23.64,333.0,9.0,0.0,619.0,43.0,2471.43
24.79,484.0,10.7,0.0,957.0,44.0,3685.8
23.86,325.0,10.83,0.0,602.0,45.0,3076.37
17.41,46.0,2.08,1.0,100.0,46.0,1305.49
20.06,0.0,0.82,1.0,0.0,47.0,848.78
21.61,225.0,9.08,0.0,498.0,48.0,1624.68
22.25,314.0,10.39,0.0,555.0,49.0,2530.41
24.45,483.0,11.46,0.0,876.0,50.0,3646.6
23.23,274.0,11.79,0.0,445.0,51.0,3174.24
18.8,365.0,8.42,0.0,786.0,52.0,2689.4
24.05,16.0,3.94,1.0,24.0,53.0,1094.78
24.85,21.0,3.09,1.0,44.0,54.0,1104.76
24.79,289.0,10.95,0.0,684.0,55.0,2169.35
26.46,375.0,11.53,0.0,896.0,56.0,3096.36
25.81,220.0,8.81,0.0,428.0,57.0,2077.24
24.78,253.0,10.35,0.0,495.0,58.0,2350.91
23.29,383.0,10.8,0.0,603.0,59.0,3195.16
18.6,46.0,1.99,1.0,99.0,60.0,1397.53
24.96,16.0,0.42,1.0,37.0,61.0,1255.19
24.38,475.0,8.06,0.0,828.0,62.0,2352.86
24.66,311.0,10.33,0.0,597.0,63.0,2841.98
20.09,423.0,9.01,0.0,989.0,64.0,2971.01
20.75,413.0,9.8,0.0,981.0,65.0,3140.71
27.23,258.0,11.83,0.0,449.0,66.0,2737.95
24.02,16.0,0.82,1.0,32.0,67.0,1038.03
26.25,47.0,2.09,1.0,79.0,68.0,1174.08
24.36,390.0,8.75,0.0,624.0,69.0,2624.37
24.43,399.0,10.69,0.0,962.0,70.0,3243.83
27.21,395.0,11.91,0.0,916.0,71.0,3864.49
22.91,234.0,8.41,0.0,528.0,72.0,2085.79
24.8,445.0,8.03,0.0,689.0,73.0,2665.02
23.18,13.0,1.58,1.0,30.0,74.0,855.6
23.31,46.0,3.66,1.0,89.0,75.0,816.12
23.73,206.0,10.99,0.0,379.0,76.0,1944.85
25.37,482.0,11.66,0.0,986.0,77.0,3834.52
23.3,200.0,9.74,0.0,318.0,78.0,2361.49
28.55,418.0,9.03,0.0,943.0,79.0,2849.35
22.13,429.0,9.74,0.0,893.0,80.0,3419.56
24.28,30.0,3.43,1.0,50.0,81.0,1358.68
23.55,34.0,3.62,1.0,57.0,82.0,1040.9
29.24,240.0,10.36,0.0,404.0,83.0,1875.26
25.51,322.0,10.45,0.0,501.0,84.0,2791.57
28.04,497.0,10.55,0.0,1037.0,85.0,3683.22
20.5,377.0,8.97,0.0,882.0,86.0,3008.36
25.77,262.0,10.86,0.0,397.0,87.0,2751.26
27.65,24.0,3.58,1.0,37.0,88.0,1270.54
25.24,33.0,2.62,1.0,68.0,89.0,792.99
28.19,408.0,11.51,0.0,946.0,90.0,3228.99
23.45,426.0,10.95,0.0,778.0,91.0,3354.51
29.23,247.0,8.05,0.0,456.0,92.0,2614.75
31.89,423.0,8.99,0.0,886.0,93.0,3204.37
23.9,202.0,8.86,0.0,358.0,94.0,2318.35
23.64,5.0,3.21,1.0,7.0,95.0,965.71
29.33,5.0,2.02,1.0,11.0,96.0,869.32
29.69,315.0,8.25,0.0,669.0,97.0,2121.68
23.36,469.0,9.84,0.0,975.0,98.0,3489.15
23.65,452.0,10.93,0.0,1013.0,99.0,3641.44
24.04,294.0,10.43,0.0,639.0,100.0,2988.31
20.83,472.0,10.69,0.0,805.0,101.0,3646.19
22.07,13.0,0.66,1.0,24.0,102.0,1046.94
21.78,12.0,3.53,1.0,19.0,103.0,802.36
22.46,350.0,11.35,0.0,570.0,104.0,2585.78
24.62,249.0,11.22,0.0,541.0,105.0,2568.89
25.38,405.0,11.29,0.0,955.0,106.0,3246.2
29.29,278.0,11.73,0.0,684.0,107.0,3183.51
21.59,269.0,10.18,0.0,572.0,108.0,2560.36
27.49,46.0,2.88,1.0,77.0,109.0,1225.06
23.84,43.0,3.56,1.0,69.0,110.0,1028.6
24.28,249.0,10.97,0.0,575.0,111.0,2303.85
26.39,491.0,10.95,0.0,1020.0,112.0,3759.41
20.94,446.0,10.09,0.0,944.0,113.0,3481.82
25.39,463.0,8.27,0.0,1056.0,114.0,2989.96
24.68,278.0,9.48,0.0,612.0,115.0,2476.29
25.58,35.0,2.16,1.0,81.0,116.0,1084.28
24.9,34.0,2.84,1.0,52.0,117.0,911.1
31.32,388.0,10.15,0.0,872.0,118.0,2903.92
21.97,455.0,9.08,0.0,1069.0,119.0,3347.79
22.21,421.0,9.47,0.0,751.0,120.0,3139.32
21.85,440.0,11.58,0.0,941.0,121.0,3772.83
21.96,468.0,10.67,0.0,849.0,122.0,4016.0
21.63,16.0,1.98,1.0,39.0,123.0,1420.54
27.02,6.0,3.31,1.0,9.0,124.0,922.3
27.62,278.0,10.52,0.0,578.0,125.0,2220.96
21.55,435.0,8.99,0.0,724.0,126.0,2906.5
20.67,297.0,10.82,0.0,657.0,127.0,2665.84
24.48,281.0,9.71,0.0,470.0,128.0,2437.86
21.31,391.0,9.77,0.0,678.0,129.0,3108.05
24.76,35.0,0.96,1.0,69.0,130.0,1179.99
23.36,12.0,0.57,1.0,28.0,131.0,625.69
18.09,213.0,8.26,0.0,364.0,132.0,1924.7
27.17,408.0,11.3,0.0,670.0,133.0,3326.95
27.8,288.0,9.17,0.0,650.0,134.0,2423.38
20.46,255.0,9.78,0.0,510.0,135.0,2285.91
21.01,293.0,8.09,0.0,706.0,136.0,2246.11
22.91,46.0,1.41,1.0,75.0,137.0,1306.65
22.94,3.0,3.37,1.0,6.0,138.0,620.54
23.78,444.0,8.22,0.0,769.0,139.0,2705.67
27.71,221.0,9.96,0.0,366.0,140.0,2471.19
21.02,490.0,11.71,0.0,1069.0,141.0,3794.44
19.03,471.0,8.42,0.0,986.0,142.0,3305.72
17.15,321.0,11.06,0.0,723.0,143.0,2910.49
18.96,44.0,1.3,1.0,79.0,144.0,1195.91
20.92,25.0,2.75,1.0,48.0,145.0,837.21
26.26,472.0,9.04,0.0,899.0,146.0,3005.33
19.18,329.0,8.64,0.0,817.0,147.0,2742.94
21.27,331.0,8.64,0.0,593.0,148.0,2391.2
20.4,284.0,8.28,0.0,509.0,149.0,1942.52
23.87,280.0,8.74,0.0,519.0,150.0,2230.14
27.74,2.0,1.12,1.0,4.0,151.0,1125.83
18.42,7.0,2.57,1.0,12.0,152.0,844.94
18.39,215.0,11.26,0.0,519.0,153.0,1903.71
22.84,304.0,10.74,0.0,536.0,154.0,2590.71
21.6,364.0,8.44,0.0,872.0,155.0,2824.09
24.95,400.0,9.16,0.0,641.0,156.0,2973.7
21.0,396.0,9.24,0.0,853.0,157.0,2901.64
18.02,38.0,1.22,1.0,91.0,158.0,1120.22
20.71,44.0,2.61,1.0,73.0,159.0,814.58
22.1,299.0,10.14,0.0,738.0,160.0,2467.58
21.08,413.0,9.43,0.0,806.0,161.0,2902.0
19.98,477.0,9.42,0.0,1166.0,162.0,3373.23
21.49,361.0,11.31,0.0,785.0,163.0,3178.69
21.64,356.0,11.16,0.0,641.0,164.0,3332.67
22.11,41.0,1.04,1.0,69.0,165.0,1478.59
19.75,15.0,3.63,1.0,27.0,166.0,872.43
17.14,217.0,11.81,0.0,345.0,167.0,2040.43
17.91,296.0,9.31,0.0,486.0,168.0,2355.07
20.92,200.0,9.42,0.0,320.0,169.0,1579.97
14.68,415.0,10.02,0.0,798.0,170.0,3234.12
18.07,331.0,11.76,0.0,759.0,171.0,3149.84
15.62,49.0,3.46,1.0,80.0,172.0,1394.73
16.71,4.0,2.19,1.0,6.0,173.0,749.88
20.29,281.0,9.57,0.0,602.0,174.0,1980.23
16.86,482.0,10.21,0.0,818.0,175.0,3386.28
16.26,370.0,10.01,0.0,591.0,176.0,3288.8
11.87,258.0,8.78,0.0,430.0,177.0,2468.54
18.01,231.0,11.44,0.0,559.0,178.0,2685.73
17.54,22.0,2.96,1.0,51.0,179.0,1127.63
21.92,4.0,3.67,1.0,7.0,180.0,532.91
14.33,305.0,11.44,0.0,657.0,181.0,2518.89
15.74,304.0,10.99,0.0,619.0,182.0,2679.6
15.66,427.0,9.76,0.0,929.0,183.0,2908.96
19.47,387.0,10.44,0.0,844.0,184.0,3421.48
14.28,269.0,8.64,0.0,572.0,185.0,2548.6
15.23,28.0,3.22,1.0,49.0,186.0,1222.08
16.05,22.0,0.07,1.0,33.0,187.0,834.79
14.61,255.0,10.78,0.0,498.0,188.0,1955.52
12.54,312.0,8.92,0.0,745.0,189.0,2463.66
14.29,212.0,8.47,0.0,438.0,190.0,2166.9
16.76,217.0,8.66,0.0,506.0,191.0,1744.17
10.29,381.0,8.01,0.0,949.0,192.0,2352.51
13.6,39.0,3.49,1.0,64.0,193.0,1238.84
10.93,31.0,0.45,1.0,67.0,194.0,1026.83
16.45,370.0,10.06,0.0,804.0,195.0,2646.66
8.13,494.0,8.65,0.0,1225.0,196.0,3728.06
10.85,388.0,8.33,0.0,964.0,197.0,3222.17
13.49,278.0,8.08,0.0,607.0,198.0,2441.23
16.89,345.0,8.66,0.0,601.0,199.0,2691.33
11.84,47.0,1.88,1.0,108.0,200.0,1047.23
10.2,2.0,1.21,1.0,3.0,201.0,1148.5
17.35,449.0,9.42,0.0,1024.0,202.0,2943.81
7.2,395.0,8.42,0.0,952.0,203.0,3060.31
4.79,270.0,8.89,0.0,508.0,204.0,2828.49
12.54,447.0,10.08,0.0,952.0,205.0,3436.9
9.56,345.0,10.43,0.0,665.0,206.0,3257.53
7.84,3.0,3.61,1.0,5.0,207.0,1749.92
12.88,3.0,3.41,1.0,5.0,208.0,905.97
11.33,495.0,9.56,0.0,1119.0,209.0,3179.07
8.75,269.0,8.94,0.0,655.0,210.0,2665.16
6.45,392.0,8.88,0.0,956.0,211.0,3516.89
12.75,267.0,11.84,0.0,447.0,212.0,2917.41
11.94,251.0,10.47,0.0,596.0,213.0,2572.56
9.54,21.0,0.96,1.0,46.0,214.0,1349.86
15.23,5.0,3.18,1.0,8.0,215.0,1036.45
6.34,450.0,9.72,0.0,705.0,216.0,3300.97
4.83,497.0,10.16,0.0,878.0,217.0,4586.93
7.19,383.0,10.79,0.0,923.0,218.0,3966.18
8.99,378.0,10.81,0.0,806.0,219.0,3670.35
9.71,397.0,8.69,0.0,881.0,220.0,3655.56
8.12,47.0,0.25,1.0,82.0,221.0,1423.59
9.77,10.0,3.33,1.0,22.0,222.0,1091.11
4.82,264.0,11.48,0.0,403.0,223.0,2732.87
12.78,381.0,10.53,0.0,714.0,224.0,3378.57
8.07,440.0,10.13,0.0,935.0,225.0,4047.23
11.54,223.0,8.46,0.0,367.0,226.0,2657.96
9.1,282.0,10.42,0.0,655.0,227.0,2981.66
9.31,22.0,3.32,1.0,38.0,228.0,1398.21
9.53,13.0,3.52,1.0,27.0,229.0,1070.46
9.05,261.0,8.57,0.0,497.0,230.0,1939.4
9.52,485.0,10.77,0.0,1016.0,231.0,4170.21
